client_id,name,is_live,status,last_updated,onboarded_on,location,email,phone_number,risk_score,created_ts,updated_by
C0511,Jamie Riddle,Y,Active,26-01-2025,25-02-2024,USA,ashley70@example.net,-11082,0.97,25-02-2024 00:00,jalvarado
C0512,Kim Gilbert,N,Inactive,23-11-2024,23-05-2024,India,richardchristensen@example.org,397.805.0380x2432,0.65,23-05-2024 00:00,tiffanyproctor
C0513,Kimberly Taylor,Y,Inactive,12-03-2025,30-01-2024,India,mpena@example.org,675.889.1855x988,0.99,30-01-2024 00:00,loririchardson
C0514,Taylor Savage,Y,Inactive,31-05-2024,11-12-2024,USA,meghan84@example.com,829.244.8311,0.02,11-12-2024 00:00,zgonzalez
C0515,Jillian Bond,N,Active,17-07-2025,29-05-2024,Australia,abyrd@example.net,253-373-1252x3863,0.58,29-05-2024 00:00,karencontreras
C0516,Christopher Vaughan,Y,Offboarded,09-01-2024,14-02-2025,Canada,alyssa22@example.com,+1-405-474-1101x0664,0.4,14-02-2025 00:00,alicia74
C0517,Mrs. Jennifer Campbell,Y,Active,27-05-2025,25-11-2024,India,victoria70@example.com,+1-397-456-6292x050,0.47,25-11-2024 00:00,hopkinskimberly
C0518,Lisa Gallegos,N,Offboarded,11-01-2024,26-01-2025,Canada,priscillaclark@example.net,6529250320,0.21,26-01-2025 00:00,forbesshannon
C0519,Andrew Robles,Y,Inactive,19-06-2025,08-02-2025,Canada,rebecca29@example.net,804-932-9131x521,0.94,08-02-2025 00:00,nmcbride
C0520,Rachel Haynes,Y,Inactive,02-06-2025,26-01-2025,USA,ricky09@example.com,(383)244-9447x5096,0.11,26-01-2025 00:00,john30
C0521,Stacie Huang,Y,Offboarded,24-02-2025,24-07-2024,USA,christopher64@example.net,967.853.3865,0.66,24-07-2024 00:00,abigailsellers
C0522,Victor Thomas,N,Inactive,10-03-2024,26-02-2025,USA,rickyjensen@example.org,632.227.1364x2699,0.8,26-02-2025 00:00,samanthaaustin
C0523,Jacob Anderson,Y,Active,25-01-2025,28-11-2024,USA,kimdennis@example.net,001-319-341-0716,0.35,28-11-2024 00:00,vluna
C0524,Bradley Hall,N,Active,10-12-2024,12-09-2024,Australia,alane@example.net,385-959-9525x276,0.13,12-09-2024 00:00,htaylor
C0525,Richard Smith,N,Active,04-10-2024,08-04-2025,India,ffarrell@example.com,+1-613-514-9011x49841,0.2,08-04-2025 00:00,tmurray
C0526,Aaron Dillon,N,Active,16-11-2024,05-02-2024,UK,kelsey27@example.com,(725)623-0497,0.45,05-02-2024 00:00,kbennett
C0527,Charles Meyer,Y,Offboarded,12-06-2025,09-01-2025,Australia,henryjeremy@example.com,903.652.7778,0.85,09-01-2025 00:00,denisehoffman
C0528,Brian Davis,Y,Offboarded,20-06-2024,08-08-2024,India,llewis@example.com,250-881-4150x6246,0.1,08-08-2024 00:00,tammy74
C0529,Mark Willis,Y,Offboarded,29-07-2024,08-03-2024,Australia,elizabethgentry@example.com,596.394.0114x372,0.91,08-03-2024 00:00,christine24
C0530,Antonio Wade,N,Active,22-12-2024,13-04-2025,Germany,hmonroe@example.com,2577319624,0.17,13-04-2025 00:00,berrytracy
C0531,Tracey Smith,N,Active,18-10-2024,05-10-2024,UK,robert94@example.org,9825586941,0.88,05-10-2024 00:00,chaneypatricia
C0532,Michael Castillo,N,Active,03-07-2024,04-03-2024,USA,xavierharris@example.net,001-634-527-9570,0.34,04-03-2024 00:00,hhart
C0533,Shannon Dudley,N,Inactive,26-04-2025,10-07-2024,Canada,sarahwhite@example.org,434.986.6456x661,0.1,10-07-2024 00:00,hannah79
C0534,Traci Jenkins,Y,Active,23-03-2025,21-09-2024,Canada,mcintoshmarie@example.net,+1-290-568-8649x1208,0.7,21-09-2024 00:00,calderonmonica
C0535,Amber Cooley,N,Inactive,03-05-2024,09-05-2024,India,susanwright@example.net,353-237-3491,0.66,09-05-2024 00:00,georgejoel
C0536,Amanda Perkins,Y,Offboarded,22-06-2024,17-12-2024,USA,umoore@example.com,912-377-4628x195,0.03,17-12-2024 00:00,burtonstephen
C0537,Jackie Barber,N,Inactive,21-07-2025,08-04-2025,Germany,ashley69@example.net,621-706-2836x197,0.8,08-04-2025 00:00,theresatorres
C0538,Kevin Coleman,N,Active,29-06-2025,01-01-2024,Germany,wtaylor@example.org,+1-462-892-0381x3825,0.89,01-01-2024 00:00,ortizdaniel
C0539,Laura Sweeney,Y,Active,26-10-2024,02-04-2025,Australia,michael98@example.org,696-259-4479x04845,0.52,02-04-2025 00:00,catherinecruz
C0540,Miss Amy Solis,N,Active,22-09-2024,25-03-2025,Australia,michael04@example.com,575-210-8874,0.5,25-03-2025 00:00,dblair
C0541,Micheal Harris,N,Inactive,02-08-2025,21-05-2025,UK,alexanderchristensen@example.org,+1-364-882-0078x0458,0.12,21-05-2025 00:00,dparker
C0542,Cynthia Keller,Y,Inactive,09-03-2025,19-03-2024,USA,zacharywood@example.org,3172273247,0.54,19-03-2024 00:00,karen98
C0543,Adam Moses,Y,Inactive,23-11-2024,25-02-2025,Canada,williamsjean@example.net,(423)366-4726,0.23,25-02-2025 00:00,lesliefuentes
C0544,Melanie Vance,N,Offboarded,18-07-2024,16-11-2024,Germany,nancyhoward@example.com,(430)594-2641,0.21,16-11-2024 00:00,cmoore
C0545,Bridget Sims,N,Active,01-08-2025,24-03-2024,Australia,erin85@example.org,534-942-1170x5139,0.34,24-03-2024 00:00,melissa77
C0546,Rebecca Hahn,Y,Active,25-10-2024,10-01-2025,Germany,huntlindsay@example.org,-8846,0.89,10-01-2025 00:00,pshelton
C0547,Marisa Willis,Y,Inactive,18-12-2024,02-02-2024,India,rachel55@example.com,2932005455,0.49,02-02-2024 00:00,carsonholly
C0548,Benjamin Sanders,Y,Active,18-04-2024,25-02-2025,UK,lwebb@example.org,372-917-0610x4531,0.42,25-02-2025 00:00,xadams
C0549,Jay White,Y,Active,01-07-2024,23-02-2024,Australia,whitneynelson@example.org,590.661.2790x433,0.34,23-02-2024 00:00,diane96
C0550,Jane Pena,Y,Active,04-09-2024,11-03-2025,USA,lisa35@example.net,(279)933-0720,0.52,11-03-2025 00:00,lawrencelarry
C0551,Holly Hernandez,Y,Inactive,18-02-2025,16-05-2024,Australia,yevans@example.net,(419)794-5736x797,0.78,16-05-2024 00:00,thomasamy
C0552,Robert Odom,Y,Offboarded,21-05-2024,06-04-2025,Australia,harrisstephen@example.org,001-427-841-3804x876,0.59,06-04-2025 00:00,martinezsusan
C0553,Teresa Perez,Y,Offboarded,04-09-2024,08-02-2025,USA,morganmargaret@example.net,(770)577-6973,0.32,08-02-2025 00:00,rdavis
C0554,Jaclyn Wood,N,Active,02-12-2024,18-04-2025,Australia,hicksbrittany@example.com,001-492-329-0064x5516,0.13,18-04-2025 00:00,matthew42
C0555,Brian Hill,N,Offboarded,03-02-2024,15-02-2024,Canada,markbell@example.com,(266)996-8440x9602,0.05,15-02-2024 00:00,collinskeith
C0556,Sharon Tran,N,Offboarded,21-06-2024,27-02-2025,USA,beth09@example.net,001-228-963-0046x2266,0.41,27-02-2025 00:00,lindsey62
C0557,Stephen Goodwin,N,Offboarded,12-07-2024,05-02-2025,India,brownerica@example.net,994-260-3768,0.34,05-02-2025 00:00,jeanettejoseph
C0558,David Smith,N,Active,03-02-2024,02-03-2024,Canada,tapiakimberly@example.net,001-729-939-5093x24176,0.21,02-03-2024 00:00,cbryant
C0559,Adam Campbell,Y,Active,19-03-2024,30-03-2025,Australia,grayheather@example.org,663.686.2939x481,0.82,30-03-2025 00:00,angela76
C0560,Deborah Gardner,N,Inactive,17-03-2024,31-12-2024,Australia,opena@example.net,5939993754,0.75,31-12-2024 00:00,aliciaadams
C0561,Colleen Wilkerson,N,Active,09-05-2024,14-02-2024,UK,amanda06@example.com,577-547-9819,0.07,14-02-2024 00:00,ericarnold
C0562,Lisa Richmond,N,Inactive,21-09-2024,16-12-2024,UK,paul07@example.org,001-201-691-6789x64996,0.98,16-12-2024 00:00,williamnewton
C0563,Randy Francis,Y,Inactive,02-07-2025,26-06-2024,Germany,sullivanjason@example.org,522.824.4131x0839,0.73,26-06-2024 00:00,fmartinez
C0564,Brent Cervantes,Y,Offboarded,10-06-2025,26-05-2024,India,anthony62@example.org,914.226.8859x52175,0.19,26-05-2024 00:00,ginawhitaker
C0565,Jessica Rodriguez,N,Inactive,19-02-2025,28-01-2024,USA,ashley49@example.org,534.473.6793x490,0.86,28-01-2024 00:00,lindadelgado
C0566,Lisa Boyd,Y,Active,28-09-2024,01-05-2024,Canada,tconrad@example.net,454-817-3092x52035,0.57,01-05-2024 00:00,robinsonchristopher
C0567,Benjamin Delgado,Y,Offboarded,14-10-2024,21-03-2025,India,taylornancy@example.com,(376)312-9909x30190,0.52,21-03-2025 00:00,matthew34
C0568,Kelly Marshall,N,Active,30-07-2024,10-04-2024,USA,fryebarbara@example.com,859.921.4833x52422,0.42,10-04-2024 00:00,rachel31
C0569,Brian Griffin,N,Offboarded,22-02-2024,11-04-2024,Canada,styler@example.org,001-421-964-0619,0.48,11-04-2024 00:00,lmiller
C0570,Savannah Wagner,Y,Active,14-07-2024,08-04-2024,Germany,brianruiz@example.org,(499)501-1503x92231,0.95,08-04-2024 00:00,rlewis
C0571,Aaron Wall,Y,Active,28-07-2025,28-01-2024,Germany,fjoyce@example.net,494.710.3698x818,0.09,28-01-2024 00:00,kevin55
C0572,Devon Barajas,N,Active,06-05-2024,13-10-2024,USA,nhess@example.net,(624)982-1444x550,0.33,13-10-2024 00:00,omoore
C0573,Michelle Black,Y,Active,06-08-2024,31-05-2024,Germany,tiffanywalsh@example.com,(658)509-2385,0.2,31-05-2024 00:00,sarah59
C0574,Christopher Gordon,N,Offboarded,13-10-2024,03-10-2024,India,mcgeeyolanda@example.net,947-572-8746x896,0.92,03-10-2024 00:00,dianamurphy
C0575,Thomas Orr,Y,Offboarded,26-02-2025,05-05-2024,Canada,howardmichael@example.net,717.685.4415x308,0.82,05-05-2024 00:00,jennifercarson
C0576,Antonio Martinez,N,Inactive,20-09-2024,20-01-2025,India,sherylgamble@example.com,(569)253-3393,0.07,20-01-2025 00:00,grubio
C0577,Mary Austin,Y,Active,13-11-2024,30-05-2025,Canada,fcooke@example.com,001-303-834-8448x152,0.14,30-05-2025 00:00,thompsonwilliam
C0578,Christopher Clarke,Y,Active,03-03-2024,21-11-2024,Australia,ryandiaz@example.org,227.684.1551x653,0.69,21-11-2024 00:00,roberto11
C0579,Catherine Woods,Y,Offboarded,04-07-2024,14-02-2024,Germany,rhonda19@example.com,7145081626,0.87,14-02-2024 00:00,mullinsbrendan
C0580,Susan Vaughn,N,Active,21-05-2024,14-09-2024,India,burnscole@example.org,491-733-1176,0.57,14-09-2024 00:00,michael41
C0581,Dillon Gilbert,N,Inactive,30-03-2025,20-03-2025,Germany,kennedychristopher@example.com,001-575-679-1118,0.39,20-03-2025 00:00,jamiecompton
C0582,Holly Martinez,N,Offboarded,04-01-2024,11-05-2025,India,christina44@example.net,914.224.9510,0.8,11-05-2025 00:00,jenniferlambert
C0583,Christopher Long,Y,Inactive,29-07-2025,28-04-2024,UK,patricklisa@example.org,821-706-3156x4565,0.93,28-04-2024 00:00,james95
C0584,Peter Edwards,N,Offboarded,09-12-2024,15-03-2025,Germany,wsmith@example.net,001-713-864-4805,0.57,15-03-2025 00:00,mary17
C0585,Elizabeth Blair,Y,Inactive,14-08-2024,08-01-2024,India,jacobchapman@example.org,001-269-832-6124x5597,0.78,08-01-2024 00:00,philipscott
C0586,Jeffrey Haas,Y,Offboarded,22-07-2024,12-12-2024,Canada,tiffanythompson@example.net,(443)467-6584x46727,0.97,12-12-2024 00:00,awheeler
C0587,Philip Logan,Y,Active,30-01-2025,04-02-2024,Canada,wellspaul@example.com,001-447-828-5090x269,0.43,04-02-2024 00:00,halesteven
C0588,Eric Rodriguez,N,Active,01-01-2024,31-01-2024,Germany,watkinstaylor@example.net,556-879-5548,0.27,31-01-2024 00:00,andrew75
C0589,Carolyn Russell,N,Offboarded,10-04-2024,29-05-2025,Canada,anita36@example.org,746.912.5073x547,0.5,29-05-2025 00:00,michaelsellers
C0590,Valerie Orr,Y,Active,19-06-2025,12-04-2024,Australia,davisyvette@example.com,(555)932-3762x82378,0.56,12-04-2024 00:00,porterdaryl
C0591,Pamela Smith,Y,Offboarded,01-01-2025,07-04-2024,UK,xcarr@example.com,001-248-718-7848x2449,0.43,07-04-2024 00:00,stephanie77
C0592,Donald Reed,N,Offboarded,03-10-2024,01-04-2025,Australia,gutierrezmary@example.net,(234)955-9788x223,0.52,01-04-2025 00:00,marilynscott
C0593,Jared Walker,Y,Inactive,31-01-2025,11-02-2024,India,aaron13@example.net,982.776.7195,0.38,11-02-2024 00:00,lori68
C0594,Kyle Wong,N,Active,13-10-2024,15-12-2024,Australia,linda61@example.org,-6935,0.81,15-12-2024 00:00,angelica82
C0595,Danielle Hernandez,Y,Offboarded,24-01-2024,21-01-2024,USA,angela81@example.com,001-363-454-7922,0.96,21-01-2024 00:00,wchandler
C0596,James Morris MD,Y,Active,12-11-2024,24-05-2025,Australia,amy63@example.com,302.461.0050,0.62,24-05-2025 00:00,susanestrada
C0597,Andrew Fernandez,Y,Active,13-09-2024,08-01-2025,India,daniel26@example.net,+1-479-698-8854x797,0.54,08-01-2025 00:00,misty46
C0598,Sandra Wade,N,Offboarded,25-01-2025,06-12-2024,Germany,hsmith@example.org,+1-851-281-4081x91400,0.36,06-12-2024 00:00,kimberlyskinner
C0599,Lisa Reed,N,Inactive,02-04-2024,02-01-2025,Canada,blakejulie@example.org,001-286-415-9302x1039,0.63,02-01-2025 00:00,emilycase
C0600,Kristopher Stone,N,Offboarded,14-11-2024,24-10-2024,India,kcole@example.com,-5254,0.96,24-10-2024 00:00,oanderson
C0601,Jeffrey Salinas,N,Offboarded,15-08-2024,13-01-2025,India,emahoney@example.org,2392621498,0.15,13-01-2025 00:00,schneiderannette
C0602,Brian Williamson,Y,Active,07-06-2025,22-09-2024,India,james77@example.org,579.850.6515x3069,0.04,22-09-2024 00:00,cmack
C0603,Jessica Walters,N,Inactive,15-02-2025,25-01-2024,Germany,campossteve@example.org,783.790.8433x8797,0.71,25-01-2024 00:00,pmatthews
C0604,Samantha Gilbert,Y,Active,09-08-2024,12-02-2024,Canada,edwardwalton@example.net,743.665.5113,0.87,12-02-2024 00:00,duartenicholas
C0605,Edward Nelson,N,Inactive,20-04-2025,29-04-2025,Australia,david35@example.net,+1-540-423-6857x3084,0.68,29-04-2025 00:00,diane83
C0606,Joan Dennis,N,Inactive,23-07-2025,18-01-2025,Australia,hughesbrittany@example.net,574.787.6749,0.62,18-01-2025 00:00,pmedina
C0607,Robert Shepard,Y,Active,21-11-2024,01-09-2024,Germany,jacksonandrew@example.com,(587)282-2764x671,0.1,01-09-2024 00:00,kelly41
C0608,Susan Smith,N,Offboarded,19-07-2025,22-01-2024,Germany,joshua85@example.net,-6798,0.95,22-01-2024 00:00,emarquez
C0609,Stephen Wiggins,N,Inactive,16-06-2025,05-08-2024,Australia,ujimenez@example.org,370.987.9729x74019,0.95,05-08-2024 00:00,bennettjulie
C0610,Dr. David Nelson,Y,Inactive,25-05-2024,31-07-2024,Germany,sgarner@example.net,(224)633-0265x40441,0.67,31-07-2024 00:00,smithsarah
C0611,Cole Harris,Y,Inactive,06-09-2024,01-03-2024,USA,rowebryce@example.org,7984772314,0.65,01-03-2024 00:00,michelle75
C0612,Edward Jackson,N,Inactive,28-09-2024,09-12-2024,Germany,xortiz@example.net,242.764.7112x256,0.14,09-12-2024 00:00,troy51
C0613,Gary White,N,Active,08-08-2024,31-10-2024,Australia,bgriffith@example.com,(717)555-8925,0.71,31-10-2024 00:00,valenciaomar
C0614,Tyrone King,N,Active,24-07-2025,10-03-2024,USA,pking@example.org,001-319-288-5785x017,0.08,10-03-2024 00:00,antonio16
C0615,Robert Hughes,Y,Active,02-11-2024,20-04-2024,India,bgarrison@example.org,892.599.7472,0.29,20-04-2024 00:00,franklopez
C0616,Kimberly Burns,Y,Offboarded,05-08-2024,16-10-2024,India,thomas81@example.org,749.565.9985x2154,0.42,16-10-2024 00:00,lisa98
C0617,Kyle Glover,N,Inactive,18-06-2025,20-02-2025,Canada,williamsamy@example.org,-9359,0.91,20-02-2025 00:00,meganpalmer
C0618,John Fleming,Y,Offboarded,28-11-2024,03-05-2024,USA,wdavis@example.net,001-297-547-1661x04939,0.67,03-05-2024 00:00,nthompson
C0619,Ashley Willis,Y,Inactive,28-04-2025,29-11-2024,UK,keithbanks@example.com,592.640.5465x7468,0.35,29-11-2024 00:00,lee84
C0620,Dominique Hill,N,Inactive,20-06-2025,09-08-2024,UK,fsmith@example.net,(688)785-2267x1487,0.09,09-08-2024 00:00,bwerner
C0621,Leah Davis,N,Active,11-07-2025,20-10-2024,UK,shannon92@example.com,001-870-565-1024x9072,0.97,20-10-2024 00:00,laurenthompson
C0622,Kathy Owens,Y,Offboarded,07-11-2024,29-04-2025,Australia,heathersmith@example.com,639-650-1104,0.41,29-04-2025 00:00,dbeck
C0623,Stacy Curry,N,Offboarded,26-05-2024,30-05-2025,UK,dcollins@example.com,(368)831-6928x910,0.11,30-05-2025 00:00,paulgriffith
C0624,April Taylor,N,Active,23-08-2024,14-04-2025,Australia,kbaker@example.com,(923)904-9520,0.03,14-04-2025 00:00,benjaminlarson
C0625,Ashley Barnes,N,Offboarded,15-01-2024,24-05-2024,Canada,wilsonmercedes@example.org,001-590-531-4816x848,0.72,24-05-2024 00:00,wwong
C0626,Melissa Blankenship,N,Inactive,13-01-2024,08-04-2024,UK,lisasummers@example.com,593.685.0712x5597,0.99,08-04-2024 00:00,deborahreed
C0627,Tyler Orr,N,Inactive,07-08-2024,04-01-2025,Canada,johnstonkenneth@example.org,6286235337,0.1,04-01-2025 00:00,trevormeyer
C0628,Scott Hull,N,Active,05-07-2025,07-12-2024,UK,russellrogers@example.org,757.680.6465x638,0.09,07-12-2024 00:00,jamesstewart
C0629,Joel Smith,N,Active,03-09-2024,28-02-2024,India,wilsonthomas@example.com,(463)841-3837x90133,0.56,28-02-2024 00:00,amanda78
C0630,Sherri Campbell,Y,Offboarded,02-04-2025,16-03-2025,Canada,qfoster@example.org,001-606-779-6487x4262,0.21,16-03-2025 00:00,sjensen
C0631,Martin Clark,N,Offboarded,30-07-2025,11-04-2025,Australia,vhernandez@example.net,356-468-3010x84614,0.97,11-04-2025 00:00,kevinmalone
C0632,Cindy Palmer DDS,Y,Offboarded,28-07-2025,17-04-2025,India,cindyschneider@example.net,+1-957-762-6202x1287,0.93,17-04-2025 00:00,phawkins
C0633,Sarah Bowen,Y,Inactive,27-02-2024,19-03-2024,Canada,natalieroberts@example.com,4408860886,0.86,19-03-2024 00:00,barnesmatthew
C0634,Grant Williams,N,Offboarded,19-11-2024,11-06-2024,Canada,davisjoel@example.net,001-503-747-5355x825,0.36,11-06-2024 00:00,uburgess
C0635,Jose Curtis,Y,Active,26-01-2024,16-12-2024,Canada,gburton@example.net,754-810-8630x775,0.83,16-12-2024 00:00,xtucker
C0636,Bryan Evans,N,Offboarded,13-01-2025,20-01-2024,Canada,aalexander@example.net,847.368.4315x2921,0.78,20-01-2024 00:00,austinsolomon
C0637,Eric Williams,N,Offboarded,24-02-2024,02-09-2024,Germany,crystal12@example.com,7914154745,0.99,02-09-2024 00:00,amberdiaz
C0638,Lisa Carpenter,Y,Offboarded,20-10-2024,02-05-2024,India,nhiggins@example.org,+1-745-669-0259x2017,0.75,02-05-2024 00:00,ogutierrez
C0639,Jessica Ortiz,N,Active,13-04-2024,20-05-2025,UK,nleonard@example.net,263.779.3697,0.44,20-05-2025 00:00,kathryncaldwell
C0640,Tonya Rice,N,Offboarded,16-11-2024,02-02-2024,USA,curtishodge@example.org,487-580-8751x78322,0.04,02-02-2024 00:00,ismith
C0641,Luke Dawson,Y,Offboarded,25-05-2024,10-10-2024,Germany,susan25@example.net,+1-482-376-5915x97138,0.8,10-10-2024 00:00,beverly22
C0642,Kevin Cruz,Y,Inactive,02-01-2025,23-03-2025,Australia,reneeanderson@example.net,280-930-0401,0.63,23-03-2025 00:00,jclayton
C0643,Erika Clark,Y,Active,22-03-2024,28-08-2024,Australia,cherylcox@example.net,(952)915-8873,0.52,28-08-2024 00:00,tabitha98
C0644,Logan Smith,N,Active,23-06-2025,20-03-2025,UK,tamara09@example.net,870-720-7909x9650,0.21,20-03-2025 00:00,sierramitchell
C0645,Victor Beck,N,Offboarded,11-11-2024,14-02-2024,Canada,patricia31@example.com,482.991.1122x27904,0.78,14-02-2024 00:00,sryan
C0646,Timothy Palmer,N,Active,10-01-2024,29-01-2024,Canada,monicawilliams@example.org,001-212-924-8864,0.68,29-01-2024 00:00,hmarshall
C0647,Emily White,N,Active,03-11-2024,23-12-2024,USA,amandaholden@example.org,-8351,0.29,23-12-2024 00:00,chaseandrew
C0648,Joseph Owens,N,Active,06-10-2024,15-09-2024,India,igiles@example.org,280.766.8620x5176,0.18,15-09-2024 00:00,crystal81
C0649,Jacqueline Benton,Y,Offboarded,13-06-2025,18-01-2024,Germany,sarahkramer@example.net,990-775-4319,0.99,18-01-2024 00:00,charles41
C0650,Sara Contreras,N,Inactive,07-08-2024,25-04-2025,Germany,stevenmitchell@example.com,464.314.0232x632,0.43,25-04-2025 00:00,nelsonstephanie
C0651,Paul Bailey,N,Active,12-08-2024,13-01-2025,Germany,jonesisabel@example.net,716-452-4330x10975,0.44,13-01-2025 00:00,bmiller
C0652,Elizabeth Perry MD,Y,Offboarded,24-07-2025,28-12-2024,Australia,sbrown@example.com,269-664-9965x665,0.31,28-12-2024 00:00,tlawson
C0653,Amber Dillon,Y,Active,10-12-2024,21-12-2024,Canada,jonesdavid@example.org,001-729-575-1372x508,0.6,21-12-2024 00:00,debra66
C0654,Miss Kelly Curtis DVM,Y,Offboarded,25-05-2025,10-02-2025,India,pjohns@example.org,(967)369-7496x7640,0.13,10-02-2025 00:00,burnsmelissa
C0655,Sharon Clark,N,Active,13-03-2025,31-08-2024,UK,ichen@example.com,001-617-542-7372,0.61,31-08-2024 00:00,littlejohn
C0656,Kimberly Chambers,N,Active,03-01-2025,09-01-2025,UK,david11@example.org,(538)297-8317,0.79,09-01-2025 00:00,richardsean
C0657,Melinda Jackson,N,Inactive,11-04-2024,28-08-2024,UK,teresa21@example.org,(425)464-1829x95526,0.74,28-08-2024 00:00,davisjeanne
C0658,Sara Woodward,Y,Inactive,07-06-2025,14-12-2024,UK,candicejohnson@example.org,905.306.9245,0.48,14-12-2024 00:00,jacksonmarc
C0659,Austin Jones,Y,Offboarded,21-07-2025,10-11-2024,Germany,ychen@example.org,765-936-9108x97271,0.72,10-11-2024 00:00,grayamy
C0660,Nicholas Chan,Y,Offboarded,14-01-2024,26-02-2025,Canada,ryan52@example.org,619.424.9937x85418,0.42,26-02-2025 00:00,barberlisa
C0661,Desiree Moon,Y,Active,28-06-2025,27-04-2025,India,brookstina@example.net,-1839,0.11,27-04-2025 00:00,francisjudith
C0662,Carmen Caldwell,Y,Inactive,04-10-2024,02-04-2024,USA,michaelstein@example.org,001-414-477-3457,0.18,02-04-2024 00:00,montgomerynicholas
C0663,Susan Moran,N,Active,13-05-2025,06-05-2025,USA,rturner@example.com,(944)943-7760,0.82,06-05-2025 00:00,zbarnes
C0664,Eric Fisher,N,Inactive,19-03-2025,04-06-2024,India,douglasgilbert@example.com,247-797-4598x673,0.63,04-06-2024 00:00,tylerodom
C0665,Linda Williams,N,Active,07-04-2024,11-03-2024,Germany,yross@example.com,930-353-6872x19173,0.96,11-03-2024 00:00,etaylor
C0666,Michael Rodriguez,Y,Offboarded,12-03-2024,20-10-2024,Germany,colinwolfe@example.org,001-478-278-2397,0.58,20-10-2024 00:00,ashleyrose
C0667,Gary Thomas,N,Inactive,13-10-2024,02-05-2025,Canada,robert85@example.net,273-895-4535x756,0.48,02-05-2025 00:00,oconnorchristopher
C0668,Cody Johnson,N,Inactive,22-06-2025,08-06-2024,UK,kelsey28@example.net,513-904-5242x9162,0.66,08-06-2024 00:00,ckeller
C0669,Tammy Knapp,Y,Active,09-03-2025,18-07-2024,UK,jeremyhamilton@example.org,001-690-452-0362,0.95,18-07-2024 00:00,jeffreyritter
C0670,Crystal Wu,Y,Inactive,14-10-2024,19-06-2024,Canada,briancraig@example.com,+1-837-944-5164x20210,0.91,19-06-2024 00:00,lori02
C0671,Jonathan Duncan,Y,Offboarded,12-04-2024,16-12-2024,Germany,ahamilton@example.net,(740)523-3854x5885,0.19,16-12-2024 00:00,ggonzalez
C0672,Andre Kidd,N,Active,07-06-2025,09-03-2025,Australia,petersonamanda@example.com,629.635.3204,0.47,09-03-2025 00:00,jessicamcdonald
C0673,Luke Rogers,Y,Offboarded,23-03-2024,27-02-2025,UK,emily80@example.net,206.900.4178,0.57,27-02-2025 00:00,alexis18
C0674,David Pratt,N,Active,24-06-2024,28-06-2024,UK,marcustorres@example.com,001-329-733-3464x2620,0.11,28-06-2024 00:00,tayloralan
C0675,Erika Hooper,N,Inactive,13-07-2024,16-03-2024,Australia,eduardodurham@example.net,863.468.6669x327,0.49,16-03-2024 00:00,hollyrobinson
C0676,Gloria Park,Y,Inactive,28-06-2024,14-06-2024,Germany,murphyjoseph@example.net,(702)969-0709x495,0.73,14-06-2024 00:00,starkrobin
C0677,Joseph Garcia,Y,Offboarded,11-02-2025,18-04-2025,Canada,smithrobert@example.com,(568)571-4801,0.31,18-04-2025 00:00,flopez
C0678,Kara Walsh,Y,Inactive,17-04-2025,22-03-2025,Germany,bethmendez@example.org,501-681-3453x921,0.3,22-03-2025 00:00,donald97
C0679,James Hale,Y,Inactive,23-03-2025,15-03-2024,UK,bethhernandez@example.com,(759)668-7906x217,0.59,15-03-2024 00:00,brennanstephanie
C0680,Michael Scott,N,Offboarded,06-10-2024,10-12-2024,UK,seanbrown@example.com,9833748975,0.2,10-12-2024 00:00,eortiz
C0681,Michael Snyder,Y,Active,02-01-2024,29-04-2025,UK,austinmiles@example.com,(728)537-8927,0.89,29-04-2025 00:00,suzanne11
C0682,Dr. Deborah Irwin,Y,Active,23-03-2024,01-11-2024,Australia,smithkaren@example.net,669-981-6756x885,0.47,01-11-2024 00:00,enavarro
C0683,Tracy Krueger,Y,Inactive,29-05-2024,24-03-2025,India,kylewilliamson@example.com,5767038008,0.25,24-03-2025 00:00,danielle98
C0684,Victoria Simmons,N,Inactive,05-03-2025,20-07-2024,UK,ecastillo@example.org,+1-656-405-5157x839,0.58,20-07-2024 00:00,hardylaura
C0685,Richard Fernandez,Y,Offboarded,02-08-2024,18-04-2024,Australia,dickersonanthony@example.org,001-990-282-6150x1076,0.18,18-04-2024 00:00,whiteapril
C0686,Maria Tran,Y,Offboarded,29-10-2024,27-07-2024,USA,gmurphy@example.com,523-489-6671x8279,0.33,27-07-2024 00:00,george66
C0687,Mercedes Perez,Y,Inactive,08-12-2024,01-05-2025,UK,gfarley@example.com,+1-371-573-6489x236,0.13,01-05-2025 00:00,millerbetty
C0688,Nathan Walker,Y,Inactive,27-05-2025,11-03-2025,USA,megan33@example.net,229.681.9000x503,0.43,11-03-2025 00:00,marchicks
C0689,Loretta Moreno,Y,Offboarded,01-11-2024,15-12-2024,Canada,fernandezalyssa@example.net,269-815-4502x18606,0.86,15-12-2024 00:00,antoniosmith
C0690,Brian Smith,N,Active,30-05-2025,30-07-2024,USA,richardbaker@example.com,+1-366-830-0146x72892,0.64,30-07-2024 00:00,howardjoe
C0691,Curtis Palmer,N,Offboarded,27-09-2024,04-01-2024,India,lisa53@example.com,001-722-856-3168x259,0.63,04-01-2024 00:00,michael81
C0692,James Stanley,N,Inactive,01-07-2025,16-10-2024,USA,lisavargas@example.com,808.694.6538x734,0.83,16-10-2024 00:00,trevortaylor
